Period,Level,Region,ICB,Org Code,Org Name,Metric,Type,Value
01/01/2025,Provider,SOUTH EAST,"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD",RTH,Oxford University Hospitals NHS Foundation Trust,Adult escalation beds available,Type 1,1
01/01/2025,Provider,SOUTH EAST,"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD",RXQ,Buckinghamshire Healthcare NHS Trust,Adult escalation beds available,Type 1,35
01/01/2025,Provider,SOUTH EAST,NHS FRIMLEY INTEGRATED CARE BOARD,RDU,Frimley Health NHS Foundation Trust,Adult escalation beds available,Type 1,62
01/01/2025,Provider,SOUTH EAST,NHS HAMPSHIRE AND ISLE OF WIGHT INTEGRATED CARE BOARD,R1F,Isle of Wight NHS Trust,Adult escalation beds available,Type 1,41
01/01/2025,Provider,SOUTH EAST,NHS HAMPSHIRE AND ISLE OF WIGHT INTEGRATED CARE BOARD,RHM,University Hospital Southampton NHS Foundation Trust,Adult escalation beds available,Type 1,45
01/01/2025,Provider,SOUTH EAST,NHS HAMPSHIRE AND ISLE OF WIGHT INTEGRATED CARE BOARD,RHU,Portsmouth Hospitals University National Health Service Trust,Adult escalation beds available,Type 1,137
01/01/2025,Provider,SOUTH EAST,NHS HAMPSHIRE AND ISLE OF WIGHT INTEGRATED CARE BOARD,RN5,Hampshire Hospitals NHS Foundation Trust,Adult escalation beds available,Type 1,20
01/01/2025,Provider,SOUTH EAST,NHS KENT AND MEDWAY INTEGRATED CARE BOARD,RN7,Dartford and Gravesham NHS Trust,Adult escalation beds available,Type 1,17
01/01/2025,Provider,SOUTH EAST,NHS KENT AND MEDWAY INTEGRATED CARE BOARD,RPA,Medway NHS Foundation Trust,Adult escalation beds available,Type 1,0
01/01/2025,Provider,SOUTH EAST,NHS KENT AND MEDWAY INTEGRATED CARE BOARD,RVV,East Kent Hospitals University NHS Foundation Trust,Adult escalation beds available,Type 1,40
01/01/2025,Provider,SOUTH EAST,NHS KENT AND MEDWAY INTEGRATED CARE BOARD,RWF,Maidstone and Tunbridge Wells NHS Trust,Adult escalation beds available,Type 1,21
01/01/2025,Provider,SOUTH EAST,NHS SURREY HEARTLANDS INTEGRATED CARE BOARD,RA2,Royal Surrey County Hospital NHS Foundation Trust,Adult escalation beds available,Type 1,4
01/01/2025,Provider,SOUTH EAST,NHS SURREY HEARTLANDS INTEGRATED CARE BOARD,RTK,Ashford and St Peter's Hospitals NHS Foundation Trust,Adult escalation beds available,Type 1,27
01/01/2025,Provider,SOUTH EAST,NHS SUSSEX INTEGRATED CARE BOARD,RTP,Surrey and Sussex Healthcare NHS Trust,Adult escalation beds available,Type 1,32
01/01/2025,Provider,SOUTH EAST,NHS SUSSEX INTEGRATED CARE BOARD,RPC,Queen Victoria Hospital NHS Foundation Trust,Adult escalation beds available,Other,0
01/01/2025,Provider,SOUTH EAST,NHS SUSSEX INTEGRATED CARE BOARD,RXC,East Sussex Healthcare NHS Trust,Adult escalation beds available,Type 1,55
01/01/2025,Provider,SOUTH EAST,NHS SUSSEX INTEGRATED CARE BOARD,RYR,University Hospitals Sussex NHS Foundation Trust,Adult escalation beds available,Type 1,115
01/01/2025,Provider,SOUTH WEST,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",RD1,Royal United Hospitals Bath NHS Foundation Trust,Adult escalation beds available,Type 1,3
01/01/2025,Provider,SOUTH WEST,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",RN3,Great Western Hospitals NHS Foundation Trust,Adult escalation beds available,Type 1,33
01/01/2025,Provider,SOUTH WEST,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",RNZ,Salisbury NHS Foundation Trust,Adult escalation beds available,Type 1,22
01/01/2025,Provider,SOUTH WEST,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",RA7,University Hospitals Bristol and Weston NHS Foundation Trust,Adult escalation beds available,Type 1,84
01/01/2025,Provider,SOUTH WEST,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",RVJ,North Bristol NHS Trust,Adult escalation beds available,Type 1,52
01/01/2025,Provider,SOUTH WEST,NHS CORNWALL AND THE ISLES OF SCILLY INTEGRATED CARE BOARD,REF,Royal Cornwall Hospitals NHS Trust,Adult escalation beds available,Type 1,10
01/01/2025,Provider,SOUTH WEST,NHS DEVON INTEGRATED CARE BOARD,RA9,Torbay and South Devon NHS Foundation Trust,Adult escalation beds available,Type 1,14
01/01/2025,Provider,SOUTH WEST,NHS DEVON INTEGRATED CARE BOARD,RH8,Royal Devon University Healthcare NHS Foundation Trust,Adult escalation beds available,Type 1,18
01/01/2025,Provider,SOUTH WEST,NHS CORNWALL AND THE ISLES OF SCILLY INTEGRATED CARE BOARD,RK9,University Hospitals Plymouth NHS Trust,Adult escalation beds available,Type 1,56
01/01/2025,Provider,SOUTH WEST,NHS DORSET INTEGRATED CARE BOARD,R0D,University Hospitals Dorset NHS Foundation Trust,Adult escalation beds available,Type 1,10
01/01/2025,Provider,SOUTH WEST,NHS DORSET INTEGRATED CARE BOARD,RBD,Dorset County Hospital NHS Foundation Trust,Adult escalation beds available,Type 1,23
01/01/2025,Provider,SOUTH WEST,NHS GLOUCESTERSHIRE INTEGRATED CARE BOARD,RTE,Gloucestershire Hospitals NHS Foundation Trust,Adult escalation beds available,Type 1,9
01/01/2025,Provider,SOUTH WEST,NHS SOMERSET INTEGRATED CARE BOARD,RH5,Somerset NHS Foundation Trust,Adult escalation beds available,Type 1,54
01/01/2025,National,[z],[z],ENG,England,Adult G&A covid void beds,Type 1,17
01/01/2025,Region,EAST OF ENGLAND,[z],Y61,East of England,Adult G&A covid void beds,Type 1,2
01/01/2025,Region,LONDON,[z],Y56,London,Adult G&A covid void beds,Type 1,3
01/01/2025,Region,MIDLANDS,[z],Y60,Midlands,Adult G&A covid void beds,Type 1,1
01/01/2025,Region,NORTH EAST AND YORKSHIRE,[z],Y63,North East and Yorkshire,Adult G&A covid void beds,Type 1,6
01/01/2025,Region,NORTH WEST,[z],Y62,North West,Adult G&A covid void beds,Type 1,1
01/01/2025,Region,SOUTH EAST,[z],Y59,South East,Adult G&A covid void beds,Type 1,3
01/01/2025,Region,SOUTH WEST,[z],Y58,South West,Adult G&A covid void beds,Type 1,1
01/01/2025,ICB,EAST OF ENGLAND,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES INTEGRATED CARE BOARD",QHG,"Bedfordshire, Luton and Milton Keynes ICB",Adult G&A covid void beds,Type 1,0
01/01/2025,ICB,EAST OF ENGLAND,NHS CAMBRIDGESHIRE AND PETERBOROUGH INTEGRATED CARE BOARD,QUE,Cambridgeshire and Peterborough ICB,Adult G&A covid void beds,Type 1,0
01/01/2025,ICB,EAST OF ENGLAND,NHS HERTFORDSHIRE AND WEST ESSEX INTEGRATED CARE BOARD,QM7,Hertfordshire and West Essex ICB,Adult G&A covid void beds,Type 1,1
01/01/2025,ICB,EAST OF ENGLAND,NHS MID AND SOUTH ESSEX INTEGRATED CARE BOARD,QH8,Mid and South Essex ICB,Adult G&A covid void beds,Type 1,0
01/01/2025,ICB,EAST OF ENGLAND,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,QMM,Norfolk and Waveney ICB,Adult G&A covid void beds,Type 1,1
01/01/2025,ICB,EAST OF ENGLAND,NHS SUFFOLK AND NORTH EAST ESSEX INTEGRATED CARE BOARD,QJG,Suffolk and North East Essex ICB,Adult G&A covid void beds,Type 1,1
01/01/2025,ICB,LONDON,NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD,QMJ,North Central London ICB,Adult G&A covid void beds,Type 1,3
01/01/2025,ICB,LONDON,NHS NORTH EAST LONDON INTEGRATED CARE BOARD,QMF,North East London ICB,Adult G&A covid void beds,Type 1,0
01/01/2025,ICB,LONDON,NHS NORTH WEST LONDON INTEGRATED CARE BOARD,QRV,North West London ICB,Adult G&A covid void beds,Type 1,0
01/01/2025,ICB,LONDON,NHS SOUTH EAST LONDON INTEGRATED CARE BOARD,QKK,South East London ICB,Adult G&A covid void beds,Type 1,0
01/01/2025,ICB,LONDON,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,QWE,South West London ICB,Adult G&A covid void beds,Type 1,0
01/01/2025,ICB,MIDLANDS,NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD,QHL,Birmingham and Solihull ICB,Adult G&A covid void beds,Type 1,0
01/01/2025,ICB,MIDLANDS,NHS BLACK COUNTRY INTEGRATED CARE BOARD,QUA,Black Country ICB,Adult G&A covid void beds,Type 1,1
01/01/2025,ICB,MIDLANDS,NHS COVENTRY AND WARWICKSHIRE INTEGRATED CARE BOARD,QWU,Coventry and Warwickshire ICB,Adult G&A covid void beds,Type 1,0
01/01/2025,ICB,MIDLANDS,NHS DERBY AND DERBYSHIRE INTEGRATED CARE BOARD,QJ2,Derby and Derbyshire ICB,Adult G&A covid void beds,Type 1,0
01/01/2025,ICB,MIDLANDS,NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD,QGH,Herefordshire and Worcestershire ICB,Adult G&A covid void beds,Type 1,0
01/01/2025,ICB,MIDLANDS,"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND INTEGRATED CARE BOARD",QK1,"Leicester, Leicestershire and Rutland ICB",Adult G&A covid void beds,Type 1,0
01/01/2025,ICB,MIDLANDS,NHS LINCOLNSHIRE INTEGRATED CARE BOARD,QJM,Lincolnshire ICB,Adult G&A covid void beds,Type 1,0
01/01/2025,ICB,MIDLANDS,NHS NORTHAMPTONSHIRE INTEGRATED CARE BOARD,QPM,Northamptonshire ICB,Adult G&A covid void beds,Type 1,0
01/01/2025,ICB,MIDLANDS,NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD,QT1,Nottingham and Nottinghamshire ICB,Adult G&A covid void beds,Type 1,0
01/01/2025,ICB,MIDLANDS,"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD",QOC,"Shropshire, Telford and Wrekin ICB",Adult G&A covid void beds,Type 1,0
01/01/2025,ICB,MIDLANDS,NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,QNC,Staffordshire and Stoke on Trent ICB,Adult G&A covid void beds,Type 1,0
01/01/2025,ICB,NORTH EAST AND YORKSHIRE,NHS HUMBER AND NORTH YORKSHIRE INTEGRATED CARE BOARD,QOQ,Humber and North Yorkshire ICB,Adult G&A covid void beds,Type 1,0
01/01/2025,ICB,NORTH EAST AND YORKSHIRE,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,QHM,North East and North Cumbria STP,Adult G&A covid void beds,Type 1,5
01/01/2025,ICB,NORTH EAST AND YORKSHIRE,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,QF7,South Yorkshire ICB,Adult G&A covid void beds,Type 1,0
01/01/2025,ICB,NORTH EAST AND YORKSHIRE,NHS WEST YORKSHIRE INTEGRATED CARE BOARD,QWO,West Yorkshire ICB,Adult G&A covid void beds,Type 1,1
01/01/2025,ICB,NORTH WEST,NHS CHESHIRE AND MERSEYSIDE INTEGRATED CARE BOARD,QYG,Cheshire and Merseyside ICB,Adult G&A covid void beds,Type 1,0
01/01/2025,ICB,NORTH WEST,NHS GREATER MANCHESTER INTEGRATED CARE BOARD,QOP,Greater Manchester ICB,Adult G&A covid void beds,Type 1,1
01/01/2025,ICB,NORTH WEST,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,QE1,Lancashire and South Cumbria ICB,Adult G&A covid void beds,Type 1,0
01/01/2025,ICB,SOUTH EAST,"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD",QU9,"Buckinghamshire, Oxfordshire and Berkshire West ICB",Adult G&A covid void beds,Type 1,1
01/01/2025,ICB,SOUTH EAST,NHS FRIMLEY INTEGRATED CARE BOARD,QNQ,Frimley ICB,Adult G&A covid void beds,Type 1,0
01/01/2025,ICB,SOUTH EAST,NHS HAMPSHIRE AND ISLE OF WIGHT INTEGRATED CARE BOARD,QRL,Hampshire and Isle of Wight ICB,Adult G&A covid void beds,Type 1,0
01/01/2025,ICB,SOUTH EAST,NHS KENT AND MEDWAY INTEGRATED CARE BOARD,QKS,Kent and Medway ICB,Adult G&A covid void beds,Type 1,2
01/01/2025,ICB,SOUTH EAST,NHS SURREY HEARTLANDS INTEGRATED CARE BOARD,QXU,Surrey Heartlands ICB,Adult G&A covid void beds,Type 1,0
01/01/2025,ICB,SOUTH EAST,NHS SUSSEX INTEGRATED CARE BOARD,QNX,Sussex ICB,Adult G&A covid void beds,Type 1,0
01/01/2025,ICB,SOUTH WEST,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",QOX,"Bath and North East Somerset, Swindon and Wiltshire ICB",Adult G&A covid void beds,Type 1,0
01/01/2025,ICB,SOUTH WEST,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",QUY,"Bristol, North Somerset and South Gloucestershire ICB",Adult G&A covid void beds,Type 1,0
01/01/2025,ICB,SOUTH WEST,NHS CORNWALL AND THE ISLES OF SCILLY INTEGRATED CARE BOARD,QT6,Cornwall and the Isles of Scilly ICB,Adult G&A covid void beds,Type 1,1
01/01/2025,ICB,SOUTH WEST,NHS DEVON INTEGRATED CARE BOARD,QJK,Devon ICB,Adult G&A covid void beds,Type 1,0
01/01/2025,ICB,SOUTH WEST,NHS DORSET INTEGRATED CARE BOARD,QVV,Dorset ICB,Adult G&A covid void beds,Type 1,0
01/01/2025,ICB,SOUTH WEST,NHS GLOUCESTERSHIRE INTEGRATED CARE BOARD,QR1,Gloucestershire ICB,Adult G&A covid void beds,Type 1,0
01/01/2025,ICB,SOUTH WEST,NHS SOMERSET INTEGRATED CARE BOARD,QSL,Somerset ICB,Adult G&A covid void beds,Type 1,0
01/01/2025,National,[z],[z],ENG,England,Adult G&A covid void beds,All Type,17
01/01/2025,Region,EAST OF ENGLAND,[z],Y61,East of England,Adult G&A covid void beds,All Type,2
01/01/2025,Region,LONDON,[z],Y56,London,Adult G&A covid void beds,All Type,3
01/01/2025,Region,MIDLANDS,[z],Y60,Midlands,Adult G&A covid void beds,All Type,1
01/01/2025,Region,NORTH EAST AND YORKSHIRE,[z],Y63,North East and Yorkshire,Adult G&A covid void beds,All Type,6
01/01/2025,Region,NORTH WEST,[z],Y62,North West,Adult G&A covid void beds,All Type,1
01/01/2025,Region,SOUTH EAST,[z],Y59,South East,Adult G&A covid void beds,All Type,3
01/01/2025,Region,SOUTH WEST,[z],Y58,South West,Adult G&A covid void beds,All Type,1
01/01/2025,ICB,EAST OF ENGLAND,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES INTEGRATED CARE BOARD",QHG,"Bedfordshire, Luton and Milton Keynes ICB",Adult G&A covid void beds,All Type,0
01/01/2025,ICB,EAST OF ENGLAND,NHS CAMBRIDGESHIRE AND PETERBOROUGH INTEGRATED CARE BOARD,QUE,Cambridgeshire and Peterborough ICB,Adult G&A covid void beds,All Type,0
01/01/2025,ICB,EAST OF ENGLAND,NHS HERTFORDSHIRE AND WEST ESSEX INTEGRATED CARE BOARD,QM7,Hertfordshire and West Essex ICB,Adult G&A covid void beds,All Type,1
01/01/2025,ICB,EAST OF ENGLAND,NHS MID AND SOUTH ESSEX INTEGRATED CARE BOARD,QH8,Mid and South Essex ICB,Adult G&A covid void beds,All Type,0
01/01/2025,ICB,EAST OF ENGLAND,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,QMM,Norfolk and Waveney ICB,Adult G&A covid void beds,All Type,1
01/01/2025,ICB,EAST OF ENGLAND,NHS SUFFOLK AND NORTH EAST ESSEX INTEGRATED CARE BOARD,QJG,Suffolk and North East Essex ICB,Adult G&A covid void beds,All Type,1
01/01/2025,ICB,LONDON,NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD,QMJ,North Central London ICB,Adult G&A covid void beds,All Type,3
01/01/2025,ICB,LONDON,NHS NORTH EAST LONDON INTEGRATED CARE BOARD,QMF,North East London ICB,Adult G&A covid void beds,All Type,0
01/01/2025,ICB,LONDON,NHS NORTH WEST LONDON INTEGRATED CARE BOARD,QRV,North West London ICB,Adult G&A covid void beds,All Type,0
01/01/2025,ICB,LONDON,NHS SOUTH EAST LONDON INTEGRATED CARE BOARD,QKK,South East London ICB,Adult G&A covid void beds,All Type,0
01/01/2025,ICB,LONDON,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,QWE,South West London ICB,Adult G&A covid void beds,All Type,0
01/01/2025,ICB,MIDLANDS,NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD,QHL,Birmingham and Solihull ICB,Adult G&A covid void beds,All Type,0
01/01/2025,ICB,MIDLANDS,NHS BLACK COUNTRY INTEGRATED CARE BOARD,QUA,Black Country ICB,Adult G&A covid void beds,All Type,1
01/01/2025,ICB,MIDLANDS,NHS COVENTRY AND WARWICKSHIRE INTEGRATED CARE BOARD,QWU,Coventry and Warwickshire ICB,Adult G&A covid void beds,All Type,0
01/01/2025,ICB,MIDLANDS,NHS DERBY AND DERBYSHIRE INTEGRATED CARE BOARD,QJ2,Derby and Derbyshire ICB,Adult G&A covid void beds,All Type,0
01/01/2025,ICB,MIDLANDS,NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD,QGH,Herefordshire and Worcestershire ICB,Adult G&A covid void beds,All Type,0
01/01/2025,ICB,MIDLANDS,"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND INTEGRATED CARE BOARD",QK1,"Leicester, Leicestershire and Rutland ICB",Adult G&A covid void beds,All Type,0
01/01/2025,ICB,MIDLANDS,NHS LINCOLNSHIRE INTEGRATED CARE BOARD,QJM,Lincolnshire ICB,Adult G&A covid void beds,All Type,0
01/01/2025,ICB,MIDLANDS,NHS NORTHAMPTONSHIRE INTEGRATED CARE BOARD,QPM,Northamptonshire ICB,Adult G&A covid void beds,All Type,0
01/01/2025,ICB,MIDLANDS,NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD,QT1,Nottingham and Nottinghamshire ICB,Adult G&A covid void beds,All Type,0
01/01/2025,ICB,MIDLANDS,"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD",QOC,"Shropshire, Telford and Wrekin ICB",Adult G&A covid void beds,All Type,0
01/01/2025,ICB,MIDLANDS,NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,QNC,Staffordshire and Stoke on Trent ICB,Adult G&A covid void beds,All Type,0
01/01/2025,ICB,NORTH EAST AND YORKSHIRE,NHS HUMBER AND NORTH YORKSHIRE INTEGRATED CARE BOARD,QOQ,Humber and North Yorkshire ICB,Adult G&A covid void beds,All Type,0
01/01/2025,ICB,NORTH EAST AND YORKSHIRE,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,QHM,North East and North Cumbria STP,Adult G&A covid void beds,All Type,5
01/01/2025,ICB,NORTH EAST AND YORKSHIRE,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,QF7,South Yorkshire ICB,Adult G&A covid void beds,All Type,0
01/01/2025,ICB,NORTH EAST AND YORKSHIRE,NHS WEST YORKSHIRE INTEGRATED CARE BOARD,QWO,West Yorkshire ICB,Adult G&A covid void beds,All Type,1
01/01/2025,ICB,NORTH WEST,NHS CHESHIRE AND MERSEYSIDE INTEGRATED CARE BOARD,QYG,Cheshire and Merseyside ICB,Adult G&A covid void beds,All Type,0
01/01/2025,ICB,NORTH WEST,NHS GREATER MANCHESTER INTEGRATED CARE BOARD,QOP,Greater Manchester ICB,Adult G&A covid void beds,All Type,1
01/01/2025,ICB,NORTH WEST,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,QE1,Lancashire and South Cumbria ICB,Adult G&A covid void beds,All Type,0
01/01/2025,ICB,SOUTH EAST,"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD",QU9,"Buckinghamshire, Oxfordshire and Berkshire West ICB",Adult G&A covid void beds,All Type,1
01/01/2025,ICB,SOUTH EAST,NHS FRIMLEY INTEGRATED CARE BOARD,QNQ,Frimley ICB,Adult G&A covid void beds,All Type,0
01/01/2025,ICB,SOUTH EAST,NHS HAMPSHIRE AND ISLE OF WIGHT INTEGRATED CARE BOARD,QRL,Hampshire and Isle of Wight ICB,Adult G&A covid void beds,All Type,0
01/01/2025,ICB,SOUTH EAST,NHS KENT AND MEDWAY INTEGRATED CARE BOARD,QKS,Kent and Medway ICB,Adult G&A covid void beds,All Type,2
01/01/2025,ICB,SOUTH EAST,NHS SURREY HEARTLANDS INTEGRATED CARE BOARD,QXU,Surrey Heartlands ICB,Adult G&A covid void beds,All Type,0
01/01/2025,ICB,SOUTH EAST,NHS SUSSEX INTEGRATED CARE BOARD,QNX,Sussex ICB,Adult G&A covid void beds,All Type,0
01/01/2025,ICB,SOUTH WEST,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",QOX,"Bath and North East Somerset, Swindon and Wiltshire ICB",Adult G&A covid void beds,All Type,0
01/01/2025,ICB,SOUTH WEST,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",QUY,"Bristol, North Somerset and South Gloucestershire ICB",Adult G&A covid void beds,All Type,0
01/01/2025,ICB,SOUTH WEST,NHS CORNWALL AND THE ISLES OF SCILLY INTEGRATED CARE BOARD,QT6,Cornwall and the Isles of Scilly ICB,Adult G&A covid void beds,All Type,1
01/01/2025,ICB,SOUTH WEST,NHS DEVON INTEGRATED CARE BOARD,QJK,Devon ICB,Adult G&A covid void beds,All Type,0
01/01/2025,ICB,SOUTH WEST,NHS DORSET INTEGRATED CARE BOARD,QVV,Dorset ICB,Adult G&A covid void beds,All Type,0
01/01/2025,ICB,SOUTH WEST,NHS GLOUCESTERSHIRE INTEGRATED CARE BOARD,QR1,Gloucestershire ICB,Adult G&A covid void beds,All Type,0
01/01/2025,ICB,SOUTH WEST,NHS SOMERSET INTEGRATED CARE BOARD,QSL,Somerset ICB,Adult G&A covid void beds,All Type,0
01/01/2025,Provider,EAST OF ENGLAND,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES INTEGRATED CARE BOARD",RC9,Bedfordshire Hospitals NHS Foundation Trust,Adult G&A covid void beds,Type 1,0
01/01/2025,Provider,EAST OF ENGLAND,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES INTEGRATED CARE BOARD",RD8,Milton Keynes University Hospital NHS Foundation Trust,Adult G&A covid void beds,Type 1,0
01/01/2025,Provider,EAST OF ENGLAND,NHS CAMBRIDGESHIRE AND PETERBOROUGH INTEGRATED CARE BOARD,RGM,Royal Papworth Hospital NHS Foundation Trust,Adult G&A covid void beds,Other,0
01/01/2025,Provider,EAST OF ENGLAND,NHS CAMBRIDGESHIRE AND PETERBOROUGH INTEGRATED CARE BOARD,RGN,North West Anglia NHS Foundation Trust,Adult G&A covid void beds,Type 1,0
01/01/2025,Provider,EAST OF ENGLAND,NHS CAMBRIDGESHIRE AND PETERBOROUGH INTEGRATED CARE BOARD,RGT,Cambridge University Hospitals NHS Foundation Trust,Adult G&A covid void beds,Type 1,0
01/01/2025,Provider,EAST OF ENGLAND,NHS HERTFORDSHIRE AND WEST ESSEX INTEGRATED CARE BOARD,RQW,The Princess Alexandra Hospital NHS Trust,Adult G&A covid void beds,Type 1,0
01/01/2025,Provider,EAST OF ENGLAND,NHS HERTFORDSHIRE AND WEST ESSEX INTEGRATED CARE BOARD,RWG,West Hertfordshire Teaching Hospitals NHS Trust,Adult G&A covid void beds,Type 1,0
01/01/2025,Provider,EAST OF ENGLAND,NHS HERTFORDSHIRE AND WEST ESSEX INTEGRATED CARE BOARD,RWH,East and North Hertfordshire NHS Trust,Adult G&A covid void beds,Type 1,1
01/01/2025,Provider,EAST OF ENGLAND,NHS MID AND SOUTH ESSEX INTEGRATED CARE BOARD,RAJ,Mid and South Essex NHS Foundation Trust,Adult G&A covid void beds,Type 1,0
01/01/2025,Provider,EAST OF ENGLAND,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,RCX,"The Queen Elizabeth Hospital, King's Lynn, NHS Foundation Trust",Adult G&A covid void beds,Type 1,0
01/01/2025,Provider,EAST OF ENGLAND,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,RGP,James Paget University Hospitals NHS Foundation Trust,Adult G&A covid void beds,Type 1,0
01/01/2025,Provider,EAST OF ENGLAND,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,RM1,Norfolk and Norwich University Hospitals NHS Foundation Trust,Adult G&A covid void beds,Type 1,0
01/01/2025,Provider,EAST OF ENGLAND,NHS SUFFOLK AND NORTH EAST ESSEX INTEGRATED CARE BOARD,RDE,East Suffolk and North Essex NHS Foundation Trust,Adult G&A covid void beds,Type 1,1
01/01/2025,Provider,EAST OF ENGLAND,NHS SUFFOLK AND NORTH EAST ESSEX INTEGRATED CARE BOARD,RGR,West Suffolk NHS Foundation Trust,Adult G&A covid void beds,Type 1,0
01/01/2025,Provider,LONDON,NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD,RAL,Royal Free London NHS Foundation Trust,Adult G&A covid void beds,Type 1,0
01/01/2025,Provider,LONDON,NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD,RAN,Royal National Orthopaedic Hospital NHS Trust,Adult G&A covid void beds,Other,0
01/01/2025,Provider,LONDON,NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD,RKE,Whittington Health NHS Trust,Adult G&A covid void beds,Type 1,1
01/01/2025,Provider,LONDON,NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD,RP4,Great Ormond Street Hospital for Children NHS Foundation Trust,Adult G&A covid void beds,Other,0
01/01/2025,Provider,LONDON,NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD,RP6,Moorfields Eye Hospital NHS Foundation Trust,Adult G&A covid void beds,Other,0
01/01/2025,Provider,LONDON,NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD,RRV,University College London Hospitals NHS Foundation Trust,Adult G&A covid void beds,Type 1,2
01/01/2025,Provider,LONDON,NHS NORTH EAST LONDON INTEGRATED CARE BOARD,R1H,Barts Health NHS Trust,Adult G&A covid void beds,Type 1,0
01/01/2025,Provider,LONDON,NHS NORTH EAST LONDON INTEGRATED CARE BOARD,RF4,"Barking, Havering and Redbridge University Hospitals NHS Trust",Adult G&A covid void beds,Type 1,0
01/01/2025,Provider,LONDON,NHS NORTH EAST LONDON INTEGRATED CARE BOARD,RQX,Homerton Healthcare NHS Foundation Trust,Adult G&A covid void beds,Type 1,0
01/01/2025,Provider,LONDON,NHS NORTH WEST LONDON INTEGRATED CARE BOARD,R1K,London North West University Healthcare NHS Trust,Adult G&A covid void beds,Type 1,0
01/01/2025,Provider,LONDON,NHS NORTH WEST LONDON INTEGRATED CARE BOARD,RAS,The Hillingdon Hospitals NHS Foundation Trust,Adult G&A covid void beds,Type 1,0
